,index,Feature,value_MI
36,474,tqwt_TKEO_std_dec_11,0.0806805043369842600
37,654,tqwt_maxValue_dec_11,0.0805287921290145370
38,295,app_LT_entropy_log_6_coef,0.0800693021821872186
39,132,std_7th_delta_delta,0.0799797593533302376
40,117,std_6th_delta,0.0793723390036400467
41,524,tqwt_medianValue_dec_25,0.0790427582505575099
42,192,app_entropy_shannon_4_coef,0.0789076462108440069
43,408,tqwt_entropy_log_dec_17,0.0787791485885953602
44,120,std_9th_delta,0.0782229441378747836
45,345,tqwt_energy_dec_26,0.0781867133761646738
46,407,tqwt_entropy_log_dec_16,0.0779166067313656896
47,4,numPeriodsPulses,0.0777330111895895293
48,371,tqwt_entropy_shannon_dec_16,0.0776494372533720334
49,195,app_entropy_shannon_7_coef,0.0771899921108865072
50,119,std_8th_delta,0.0765942356405187041
51,194,app_entropy_shannon_6_coef,0.0765196771395997288
52,660,tqwt_maxValue_dec_17,0.0764352947669535432
53,619,tqwt_minValue_dec_12,0.0760742161151741758
54,391,tqwt_entropy_shannon_dec_36,0.0759130420001448147
55,191,app_entropy_shannon_3_coef,0.0758534460862609894
56,22,maxIntensity,0.0753298733187413028
57,23,meanIntensity,0.0753248645236228587
58,287,app_LT_entropy_shannon_8_coef,0.0748591988416280607
59,705,tqwt_skewnessValue_dec_26,0.0745808891622317116
60,288,app_LT_entropy_shannon_9_coef,0.0738700844661832612
61,204,app_entropy_log_6_coef,0.0737489958032229165
62,469,tqwt_TKEO_std_dec_6,0.0734701336972765073
63,294,app_LT_entropy_log_5_coef,0.0731242920725008183
64,289,app_LT_entropy_shannon_10_coef,0.0730311273807586758
65,220,app_TKEO_std_2_coef,0.0729788663550636763
66,519,tqwt_medianValue_dec_20,0.0729520670294245832
67,368,tqwt_entropy_shannon_dec_13,0.0728575392013011136
68,533,tqwt_medianValue_dec_34,0.0725775332165428111
69,314,app_LT_TKEO_std_5_coef,0.0723447843288387293
70,200,app_entropy_log_2_coef,0.0722977699804649987
71,197,app_entropy_shannon_9_coef,0.0722916226922574179
72,584,tqwt_stdValue_dec_13,0.0720174894143406075
73,282,app_LT_entropy_shannon_3_coef,0.0720098458299118782
74,751,tqwt_kurtosisValue_dec_36,0.0719595027107720053
75,587,tqwt_stdValue_dec_16,0.0718933187831922726
76,129,std_4th_delta_delta,0.0716226764500311752
77,300,app_LT_TKEO_mean_1_coef,0.0713558323209917411
78,201,app_entropy_log_3_coef,0.0710923615655874030
79,196,app_entropy_shannon_8_coef,0.0709788922128602451
80,704,tqwt_skewnessValue_dec_25,0.0709353078384262759
81,509,tqwt_medianValue_dec_10,0.0707516452247323180
82,404,tqwt_entropy_log_dec_13,0.0703640162278067471
83,296,app_LT_entropy_log_7_coef,0.0702951151580994971
84,525,tqwt_medianValue_dec_26,0.0700118269417429051
85,298,app_LT_entropy_log_9_coef,0.0695674590779791213
86,620,tqwt_minValue_dec_13,0.0694939475316056487
87,477,tqwt_TKEO_std_dec_14,0.0691549284952550636
88,344,tqwt_energy_dec_25,0.0691088277357745362
89,299,app_LT_entropy_log_10_coef,0.0690686367783697186
90,363,tqwt_entropy_shannon_dec_8,0.0687440962792404964
91,297,app_LT_entropy_log_8_coef,0.0686940710022101442
92,205,app_entropy_log_7_coef,0.0684644301737598049
93,284,app_LT_entropy_shannon_5_coef,0.0683897193509717116
94,435,tqwt_TKEO_mean_dec_8,0.0682885833264457176
95,198,app_entropy_shannon_10_coef,0.0680115696250085389
96,470,tqwt_TKEO_std_dec_7,0.0674540658654325664
97,291,app_LT_entropy_log_2_coef,0.0673972160243925256
98,283,app_LT_entropy_shannon_4_coef,0.0668145206562602567
99,16,apq11Shimmer,0.0665610417043369651
100,624,tqwt_minValue_dec_17,0.0664870698644239866
101,370,tqwt_entropy_shannon_dec_15,0.0664484972803309759
102,397,tqwt_entropy_log_dec_6,0.0660998503250060931
103,207,app_entropy_log_9_coef,0.0655029720388198289
104,136,std_11th_delta_delta,0.0654937746602388682
105,331,tqwt_energy_dec_12,0.0653460400054359791
106,208,app_entropy_log_10_coef,0.0653450151180932082
107,209,app_det_TKEO_mean_1_coef,0.0650716315166279813
108,206,app_entropy_log_8_coef,0.0647281085497128927
109,622,tqwt_minValue_dec_15,0.0645740080691512564
110,709,tqwt_skewnessValue_dec_30,0.0642860417085189262
111,315,app_LT_TKEO_std_6_coef,0.0642245874447717746
112,311,app_LT_TKEO_std_2_coef,0.0642120266452335109
113,546,tqwt_meanValue_dec_11,0.0640230183785037710
114,702,tqwt_skewnessValue_dec_23,0.0636594788835089798
115,406,tqwt_entropy_log_dec_15,0.0636489143261065315
116,522,tqwt_medianValue_dec_23,0.0635136964066436160
117,577,tqwt_stdValue_dec_6,0.0635065231503568750
118,10,ppq5Jitter,0.0634374883937405265
119,417,tqwt_entropy_log_dec_26,0.0633555417148816691
120,226,app_TKEO_std_8_coef,0.0629508947350800874
121,585,tqwt_stdValue_dec_14,0.0622385424641207496
122,582,tqwt_stdValue_dec_11,0.0617795904682572061
123,225,app_TKEO_std_7_coef,0.0617114750923468680
124,227,app_TKEO_std_9_coef,0.0616109369790098782
125,190,app_entropy_shannon_2_coef,0.0614062855949268904
126,418,tqwt_entropy_log_dec_27,0.0613775518856838342
127,308,app_LT_TKEO_mean_9_coef,0.0612336428486919271
128,471,tqwt_TKEO_std_dec_8,0.0612214353153028856
129,281,app_LT_entropy_shannon_2_coef,0.0607002230659376973
130,444,tqwt_TKEO_mean_dec_17,0.0606986437268191015
131,616,tqwt_minValue_dec_9,0.0606178331944855486
132,615,tqwt_minValue_dec_8,0.0606105887552916833
133,697,tqwt_skewnessValue_dec_18,0.0603134562393390361
134,550,tqwt_meanValue_dec_15,0.0601353351558806537
135,5,meanPeriodPulses,0.0601115541576766610
136,401,tqwt_entropy_log_dec_10,0.0599388950484820437
137,436,tqwt_TKEO_mean_dec_9,0.0594879984880105628
138,307,app_LT_TKEO_mean_8_coef,0.0594133139651109587
139,650,tqwt_maxValue_dec_7,0.0593623496114057403
140,335,tqwt_energy_dec_16,0.0592674716036161175
141,332,tqwt_energy_dec_13,0.0592602320658837112
142,607,tqwt_stdValue_dec_36,0.0592472885899038015
143,692,tqwt_skewnessValue_dec_13,0.0589548480133095243
144,579,tqwt_stdValue_dec_8,0.0589170723445009425
145,479,tqwt_TKEO_std_dec_16,0.0588581779393451132
146,35,GNE_mean,0.0583014893598081674
147,656,tqwt_maxValue_dec_13,0.0580538104788705933
148,691,tqwt_skewnessValue_dec_12,0.0579601286317874553
149,292,app_LT_entropy_log_3_coef,0.0578077778623786731
150,121,std_10th_delta,0.0575383958300166309
151,382,tqwt_entropy_shannon_dec_27,0.0575248928261467007
152,399,tqwt_entropy_log_dec_8,0.0574676255597015295
153,8,locAbsJitter,0.0574363579747878550
154,223,app_TKEO_std_5_coef,0.0568179150519005915
155,517,tqwt_medianValue_dec_18,0.0566273666527996600
156,218,app_det_TKEO_mean_10_coef,0.0564685014909480643
157,293,app_LT_entropy_log_4_coef,0.0560696084353677904
158,478,tqwt_TKEO_std_dec_15,0.0560102332055667507
159,367,tqwt_entropy_shannon_dec_12,0.0559970612644438148
160,613,tqwt_minValue_dec_6,0.0557822907732303808
161,135,std_10th_delta_delta,0.0557733876570050136
162,410,tqwt_entropy_log_dec_19,0.0557559420178936893
163,362,tqwt_entropy_shannon_dec_7,0.0556676212721196606
164,671,tqwt_maxValue_dec_28,0.0555961160713407399
165,604,tqwt_stdValue_dec_33,0.0554295338284815919
166,9,rapJitter,0.0545885052966241791
167,361,tqwt_entropy_shannon_dec_6,0.0545097015271764906
168,228,app_TKEO_std_10_coef,0.0542989818200816377
169,652,tqwt_maxValue_dec_9,0.0542664074764955817
170,405,tqwt_entropy_log_dec_14,0.0541367495056725989
171,659,tqwt_maxValue_dec_16,0.0540504781778743393
172,703,tqwt_skewnessValue_dec_24,0.0540448986054475888
173,122,std_11th_delta,0.0538134786031421175
174,213,app_det_TKEO_mean_5_coef,0.0537316915528380790
175,733,tqwt_kurtosisValue_dec_18,0.0537279185528172221
176,303,app_LT_TKEO_mean_4_coef,0.0535382521880767293
177,374,tqwt_entropy_shannon_dec_19,0.0534784351964971982
178,330,tqwt_energy_dec_11,0.0532860813908855313
179,653,tqwt_maxValue_dec_10,0.0531609843015272698
180,224,app_TKEO_std_6_coef,0.0530208997472312316
181,515,tqwt_medianValue_dec_16,0.0528143944382666319
182,202,app_entropy_log_4_coef,0.0527345732406554468
183,623,tqwt_minValue_dec_16,0.0526898750969999607
184,588,tqwt_stdValue_dec_17,0.0525712224827650232
185,48,IMF_SNR_SEO,0.0525345578076914510
186,434,tqwt_TKEO_mean_dec_7,0.0524604166001629846
187,621,tqwt_minValue_dec_14,0.0524561873649520560
188,319,app_LT_TKEO_std_10_coef,0.0523653768870866454
189,651,tqwt_maxValue_dec_8,0.0523287287744349516
190,1,DFA,0.0521966500723851645
191,232,Ed2_3_coef,0.0521315390449212934
192,581,tqwt_stdValue_dec_10,0.0521232539818368146
193,657,tqwt_maxValue_dec_14,0.0520655369359557252
194,721,tqwt_kurtosisValue_dec_6,0.0519176851649429949
195,411,tqwt_entropy_log_dec_20,0.0518771472173822357
196,396,tqwt_entropy_log_dec_5,0.0513994543653046865
197,3,numPulses,0.0509339066876082214
198,701,tqwt_skewnessValue_dec_22,0.0507087681493385567
199,216,app_det_TKEO_mean_8_coef,0.0506535293220098382
200,128,std_3rd_delta_delta,0.0505885951923632504
201,309,app_LT_TKEO_mean_10_coef,0.0505838093523895971
202,118,std_7th_delta,0.0504994321350362707
203,743,tqwt_kurtosisValue_dec_28,0.0503706805985353334
204,590,tqwt_stdValue_dec_19,0.0502399307711607346
205,684,tqwt_skewnessValue_dec_5,0.0498474614436912322
206,578,tqwt_stdValue_dec_7,0.0498305626172002025
207,606,tqwt_stdValue_dec_35,0.0495934064980110278
208,7,locPctJitter,0.0495420915498727688
209,687,tqwt_skewnessValue_dec_8,0.0494451110010289963
210,463,tqwt_TKEO_mean_dec_36,0.0492265023429048210
211,516,tqwt_medianValue_dec_17,0.0491661671567695802
212,280,app_LT_entropy_shannon_1_coef,0.0488974016545697943
213,601,tqwt_stdValue_dec_30,0.0488916209162493232
214,543,tqwt_meanValue_dec_8,0.0488815968327362960
215,690,tqwt_skewnessValue_dec_11,0.0487180169165462029
216,12,locShimmer,0.0486887850421076074
217,316,app_LT_TKEO_std_7_coef,0.0485439764583510680
218,372,tqwt_entropy_shannon_dec_17,0.0485204206785427861
219,614,tqwt_minValue_dec_7,0.0484835135107253290
220,324,tqwt_energy_dec_5,0.0484309924037171768
221,695,tqwt_skewnessValue_dec_16,0.0484249172819173346
222,58,mean_MFCC_3rd_coef,0.0482439411075739066
223,33,GQ_std_cycle_open,0.0482005888965595375
224,521,tqwt_medianValue_dec_22,0.0480455791889311534
225,589,tqwt_stdValue_dec_18,0.0480370531121652178
226,750,tqwt_kurtosisValue_dec_35,0.0479767552094858551
227,696,tqwt_skewnessValue_dec_17,0.0477125433224083739
228,481,tqwt_TKEO_std_dec_18,0.0476966948679484748
229,305,app_LT_TKEO_mean_6_coef,0.0476395421241866401
230,742,tqwt_kurtosisValue_dec_27,0.0475596384749286116
231,445,tqwt_TKEO_mean_dec_18,0.0474928075074438905
232,442,tqwt_TKEO_mean_dec_15,0.0474392404743475549
233,313,app_LT_TKEO_std_4_coef,0.0474237724465711441
234,212,app_det_TKEO_mean_4_coef,0.0472375894850287636
235,526,tqwt_medianValue_dec_27,0.0471587549553167396
236,55,mean_MFCC_0th_coef,0.0470519379713785213
237,115,std_4th_delta,0.0469444075978533437
238,214,app_det_TKEO_mean_6_coef,0.0468824720646427995
239,56,mean_MFCC_1st_coef,0.0467779126150191793
240,217,app_det_TKEO_mean_9_coef,0.0466040297911913814
241,644,tqwt_maxValue_dec_1,0.0465783519860660800
242,290,app_LT_entropy_log_1_coef,0.0464345762522142547
243,325,tqwt_energy_dec_6,0.0463643516527751931
244,530,tqwt_medianValue_dec_31,0.0462422733849736645
245,535,tqwt_medianValue_dec_36,0.0462176033360337524
246,123,std_12th_delta,0.0461578007593295148
247,437,tqwt_TKEO_mean_dec_10,0.0460096241247749393
248,473,tqwt_TKEO_std_dec_10,0.0458411753957441714
249,603,tqwt_stdValue_dec_32,0.0457522799951211034
250,189,app_entropy_shannon_1_coef,0.0456091366237636464
251,219,app_TKEO_std_1_coef,0.0453511578360059620
252,433,tqwt_TKEO_mean_dec_6,0.0452319028799335054
253,312,app_LT_TKEO_std_3_coef,0.0451911102116004937
254,13,locDbShimmer,0.0450722048711327261
255,336,tqwt_energy_dec_17,0.0449488204286403459
256,425,tqwt_entropy_log_dec_34,0.0446664484667722572
257,199,app_entropy_log_1_coef,0.0445924440400942146
258,334,tqwt_energy_dec_15,0.0445691893981376985
259,116,std_5th_delta,0.0445491281809597961
260,419,tqwt_entropy_log_dec_28,0.0445193847124032427
261,140,Ed_2_coef,0.0444762989923510599
262,441,tqwt_TKEO_mean_dec_14,0.0442761509116174068
263,591,tqwt_stdValue_dec_20,0.0441497721841437318
264,388,tqwt_entropy_shannon_dec_33,0.0440701136388548242
265,343,tqwt_energy_dec_24,0.0439360395286001459
266,43,VFER_entropy,0.0435481600502680699
267,395,tqwt_entropy_log_dec_4,0.0433413779286160317
268,717,tqwt_kurtosisValue_dec_2,0.0432770925713068522
269,562,tqwt_meanValue_dec_27,0.0426530868746626268
270,318,app_LT_TKEO_std_9_coef,0.0426367599207007064
271,640,tqwt_minValue_dec_33,0.0425068797819492250
272,159,det_entropy_log_1_coef,0.0425067660752691534
273,482,tqwt_TKEO_std_dec_19,0.0423350589043958170
274,301,app_LT_TKEO_mean_2_coef,0.0421683209998715558
275,605,tqwt_stdValue_dec_34,0.0419501723652488945
276,427,tqwt_entropy_log_dec_36,0.0418008378464347352
277,556,tqwt_meanValue_dec_21,0.0417880468892051216
278,508,tqwt_medianValue_dec_9,0.0412152880504732533
279,461,tqwt_TKEO_mean_dec_34,0.0411478761872123844
280,700,tqwt_skewnessValue_dec_21,0.0411459411095089767
281,529,tqwt_medianValue_dec_30,0.0410970258695892987
282,52,IMF_NSR_TKEO,0.0409182964912473413
283,646,tqwt_maxValue_dec_3,0.0408095596677686689
284,483,tqwt_TKEO_std_dec_20,0.0407961671580909790
285,306,app_LT_TKEO_mean_7_coef,0.0407674815015901526
286,333,tqwt_energy_dec_14,0.0407622929734969830
287,215,app_det_TKEO_mean_7_coef,0.0407144228077722659
288,547,tqwt_meanValue_dec_12,0.0405923126910900933
289,457,tqwt_TKEO_mean_dec_30,0.0404669305240377142
290,360,tqwt_entropy_shannon_dec_5,0.0404523917286752077
291,472,tqwt_TKEO_std_dec_9,0.0401884174746240941
292,737,tqwt_kurtosisValue_dec_22,0.0401802552643926170
293,466,tqwt_TKEO_std_dec_3,0.0399897986656334581
294,137,std_12th_delta_delta,0.0397289910719078598
295,60,mean_MFCC_5th_coef,0.0395166626475111915
296,24,f1,0.0394909078238916411
297,373,tqwt_entropy_shannon_dec_18,0.0393928862075807462
298,210,app_det_TKEO_mean_2_coef,0.0392924284001616719
299,453,tqwt_TKEO_mean_dec_26,0.0390947450900043236
300,720,tqwt_kurtosisValue_dec_5,0.0389767429973641999
301,130,std_5th_delta_delta,0.0389659533321458085
302,15,apq5Shimmer,0.0386777217181566435
303,699,tqwt_skewnessValue_dec_20,0.0386546356612760267
304,576,tqwt_stdValue_dec_5,0.0380987564459458472
305,304,app_LT_TKEO_mean_5_coef,0.0380589190305928859
306,6,stdDevPeriodPulses,0.0380422841210279472
307,424,tqwt_entropy_log_dec_33,0.0376430830742486844
308,625,tqwt_minValue_dec_18,0.0375327997158581006
309,302,app_LT_TKEO_mean_3_coef,0.0371055159743707286
310,465,tqwt_TKEO_std_dec_2,0.0367691662573388367
311,264,det_LT_TKEO_mean_5_coef,0.0366988800994687558
312,512,tqwt_medianValue_dec_13,0.0366228884412400646
313,520,tqwt_medianValue_dec_21,0.0365630150228546391
314,682,tqwt_skewnessValue_dec_3,0.0364171278777307705
315,107,std_MFCC_10th_coef,0.0362338283327781063
316,480,tqwt_TKEO_std_dec_17,0.0361869626066426697
317,731,tqwt_kurtosisValue_dec_16,0.0360538779275578758
318,11,ddpJitter,0.0360080726056757339
319,310,app_LT_TKEO_std_1_coef,0.0358995492059821508
320,347,tqwt_energy_dec_28,0.0358786294984538845
321,569,tqwt_meanValue_dec_34,0.0358605780821461551
322,211,app_det_TKEO_mean_3_coef,0.0354404007240118890
323,523,tqwt_medianValue_dec_24,0.0354320739686411201
324,732,tqwt_kurtosisValue_dec_17,0.0353778031685232364
325,109,std_MFCC_12th_coef,0.0349761063753504242
326,409,tqwt_entropy_log_dec_18,0.0347481611062163687
327,69,mean_0th_delta,0.0344943406875852787
328,432,tqwt_TKEO_mean_dec_5,0.0344794689132661425
329,580,tqwt_stdValue_dec_9,0.0343387271626449664
330,320,tqwt_energy_dec_1,0.0340919896585334392
331,734,tqwt_kurtosisValue_dec_19,0.0340340485025181216
332,658,tqwt_maxValue_dec_15,0.0340030395979731281
333,446,tqwt_TKEO_mean_dec_19,0.0338933231727758244
334,221,app_TKEO_std_3_coef,0.0336363640746477621
335,716,tqwt_kurtosisValue_dec_1,0.0336205413546273313
336,387,tqwt_entropy_shannon_dec_32,0.0335630202813537171
337,560,tqwt_meanValue_dec_25,0.0335365583769833275
338,348,tqwt_energy_dec_29,0.0335226578416629728
339,706,tqwt_skewnessValue_dec_27,0.0334319185568408006
340,678,tqwt_maxValue_dec_35,0.0332106263057694306
341,400,tqwt_entropy_log_dec_9,0.0330003657389899008
342,349,tqwt_energy_dec_30,0.0329695754636769589
343,47,VFER_NSR_SEO,0.0328009856516833231
344,101,std_MFCC_4th_coef,0.0327942150961055834
345,548,tqwt_meanValue_dec_13,0.0327941412043173397
346,499,tqwt_TKEO_std_dec_36,0.0327515882684208393
347,738,tqwt_kurtosisValue_dec_23,0.0326877270611762860
348,506,tqwt_medianValue_dec_7,0.0322787841958342980
349,627,tqwt_minValue_dec_20,0.0322635734540848151
350,662,tqwt_maxValue_dec_19,0.0321838061945709519
351,494,tqwt_TKEO_std_dec_31,0.0320401429325372078
352,504,tqwt_medianValue_dec_5,0.0319605288558792999
353,104,std_MFCC_7th_coef,0.0317786378144109261
354,168,det_entropy_log_10_coef,0.0315883057533541400
355,572,tqwt_stdValue_dec_1,0.0314549994534845112
356,394,tqwt_entropy_log_dec_3,0.0313953922828280607
357,71,mean_2nd_delta,0.0313041331521555222
358,398,tqwt_entropy_log_dec_7,0.0312144956233613158
359,735,tqwt_kurtosisValue_dec_20,0.0311562052362199804
360,169,det_TKEO_mean_1_coef,0.0310114268473735688
361,271,det_LT_TKEO_std_2_coef,0.0309975360515211129
362,666,tqwt_maxValue_dec_23,0.0309960944445313302
363,595,tqwt_stdValue_dec_24,0.0309367293189544146
364,61,mean_MFCC_6th_coef,0.0308609895538036749
365,139,Ed_1_coef,0.0308074079073594742
366,707,tqwt_skewnessValue_dec_28,0.0306935932518412891
367,431,tqwt_TKEO_mean_dec_4,0.0306768583177583487
368,38,GNE_SNR_SEO,0.0304743774007241175
369,389,tqwt_entropy_shannon_dec_34,0.0304731358378034223
370,80,mean_11th_delta,0.0303429987100654053
371,630,tqwt_minValue_dec_23,0.0303295649745412010
372,148,Ed_10_coef,0.0303072042716776568
373,392,tqwt_entropy_log_dec_1,0.0301565487819066558
374,609,tqwt_minValue_dec_2,0.0300288944155580051
375,260,det_LT_TKEO_mean_1_coef,0.0299210142855435013
376,677,tqwt_maxValue_dec_34,0.0298349945206244360
377,532,tqwt_medianValue_dec_33,0.0296355254823224001
378,19,meanNoiseToHarmHarmonicity,0.0295930757072939699
379,231,Ed2_2_coef,0.0295722868330365873
380,714,tqwt_skewnessValue_dec_35,0.0294951324861976172
381,540,tqwt_meanValue_dec_5,0.0294535081051228165
382,181,det_TKEO_std_3_coef,0.0293024763160945056
383,648,tqwt_maxValue_dec_5,0.0293017718210342171
384,106,std_MFCC_9th_coef,0.0290918617669433388
385,505,tqwt_medianValue_dec_6,0.0290309472845087235
386,352,tqwt_energy_dec_33,0.0289223267439571163
387,558,tqwt_meanValue_dec_23,0.0285497773664713517
388,592,tqwt_stdValue_dec_21,0.0284920233663454869
389,495,tqwt_TKEO_std_dec_32,0.0284325203213176003
390,20,meanHarmToNoiseHarmonicity,0.0280376692619426215
391,98,std_MFCC_1st_coef,0.0280339968215632673
392,641,tqwt_minValue_dec_34,0.0280287221036483736
393,749,tqwt_kurtosisValue_dec_34,0.0278989563296476728
394,142,Ed_4_coef,0.0277414154158872606
395,545,tqwt_meanValue_dec_10,0.0276400092501647432
396,459,tqwt_TKEO_mean_dec_32,0.0275967884235073235
397,364,tqwt_entropy_shannon_dec_9,0.0275835462990641211
398,365,tqwt_entropy_shannon_dec_10,0.0275512000582316396
399,113,std_2nd_delta,0.0274595964579480434
400,359,tqwt_entropy_shannon_dec_4,0.0274181459457669696
401,645,tqwt_maxValue_dec_2,0.0272907226781546886
402,65,mean_MFCC_10th_coef,0.0272500091367962050
403,610,tqwt_minValue_dec_3,0.0271588829440838619
404,68,mean_delta_log_energy,0.0271223052723861269
405,664,tqwt_maxValue_dec_21,0.0268698706242833651
406,570,tqwt_meanValue_dec_35,0.0268657901216482475
407,73,mean_4th_delta,0.0268430393867158390
408,502,tqwt_medianValue_dec_3,0.0268081204365839820
409,727,tqwt_kurtosisValue_dec_12,0.0267895971279366041
410,575,tqwt_stdValue_dec_4,0.0266315193869341993
411,323,tqwt_energy_dec_4,0.0266264980039845334
412,679,tqwt_maxValue_dec_36,0.0266262523952567332
413,376,tqwt_entropy_shannon_dec_21,0.0266238716069824299
414,455,tqwt_TKEO_mean_dec_28,0.0261654934987893828
415,599,tqwt_stdValue_dec_28,0.0260968315127865225
416,242,det_LT_entropy_shannon_3_coef,0.0260949659894200714
417,647,tqwt_maxValue_dec_4,0.0260461397803990469
418,67,mean_MFCC_12th_coef,0.0258291290984942190
419,18,meanAutoCorrHarmonicity,0.0256713026390973376
420,552,tqwt_meanValue_dec_17,0.0254005912078010265
421,53,IMF_NSR_entropy,0.0253964792799770134
422,50,IMF_SNR_entropy,0.0252413417978174515
423,270,det_LT_TKEO_std_1_coef,0.0251728581363863668
424,262,det_LT_TKEO_mean_3_coef,0.0251680386654367094
425,454,tqwt_TKEO_mean_dec_27,0.0251199985156569383
426,598,tqwt_stdValue_dec_27,0.0249908457761660596
427,740,tqwt_kurtosisValue_dec_25,0.0248107071917778033
428,412,tqwt_entropy_log_dec_21,0.0247694832886335981
429,460,tqwt_TKEO_mean_dec_33,0.0247676570784414185
430,534,tqwt_medianValue_dec_35,0.0247343732532934180
431,661,tqwt_maxValue_dec_18,0.0246835149987101321
432,642,tqwt_minValue_dec_35,0.0244265801194312182
433,41,VFER_mean,0.0244062053167091175
434,381,tqwt_entropy_shannon_dec_26,0.0243753815985385813
435,447,tqwt_TKEO_mean_dec_20,0.0243521017994994260
436,263,det_LT_TKEO_mean_4_coef,0.0242544916917775133
437,356,tqwt_entropy_shannon_dec_1,0.0241960645858974033
438,183,det_TKEO_std_5_coef,0.0239841487664236297
439,485,tqwt_TKEO_std_dec_22,0.0238610244638564062
440,462,tqwt_TKEO_mean_dec_35,0.0237843488926805513
441,514,tqwt_medianValue_dec_15,0.0237639516030219156
442,384,tqwt_entropy_shannon_dec_29,0.0236807525807567476
443,510,tqwt_medianValue_dec_11,0.0234443599527136559
444,486,tqwt_TKEO_std_dec_23,0.0234168250948842971
445,237,Ed2_8_coef,0.0233985620286369933
446,551,tqwt_meanValue_dec_16,0.0233344027941173593
447,82,mean_delta_delta_log_energy,0.0228138604450178750
448,2,RPDE,0.0227265882889771120
449,222,app_TKEO_std_4_coef,0.0227232804329953186
450,36,GNE_std,0.0227143449532807296
451,250,det_LT_entropy_log_1_coef,0.0225172552127141934
452,549,tqwt_meanValue_dec_14,0.0224982889892011428
453,467,tqwt_TKEO_std_dec_4,0.0224681551806662494
454,375,tqwt_entropy_shannon_dec_20,0.0221751517974368983
455,730,tqwt_kurtosisValue_dec_15,0.0221705985475455503
456,322,tqwt_energy_dec_3,0.0216845064725579295
457,54,mean_Log_energy,0.0214828924713186264
458,147,Ed_9_coef,0.0214440541792182415
459,251,det_LT_entropy_log_2_coef,0.0212887113631081704
460,105,std_MFCC_8th_coef,0.0212829313457487679
461,665,tqwt_maxValue_dec_22,0.0210559641133052367
462,541,tqwt_meanValue_dec_6,0.0210239633602329334
463,90,mean_7th_delta_delta,0.0208853245316598102
464,44,VFER_SNR_TKEO,0.0207349848730116193
465,94,mean_11th_delta_delta,0.0207134531868837790
466,327,tqwt_energy_dec_8,0.0205253192489449621
467,351,tqwt_energy_dec_32,0.0203557855971252533
468,728,tqwt_kurtosisValue_dec_13,0.0202221391802570594
469,249,det_LT_entropy_shannon_10_coef,0.0201709585936948876
470,649,tqwt_maxValue_dec_6,0.0201619215371899863
471,489,tqwt_TKEO_std_dec_26,0.0200095275681002605
472,596,tqwt_stdValue_dec_25,0.0198086057632145263
473,676,tqwt_maxValue_dec_33,0.0197952752711796354
474,358,tqwt_entropy_shannon_dec_3,0.0196553533079975029
475,611,tqwt_minValue_dec_4,0.0194609003937460390
476,416,tqwt_entropy_log_dec_25,0.0193452184569962160
477,59,mean_MFCC_4th_coef,0.0192957951907632985
478,97,std_MFCC_0th_coef,0.0192615817550207957
479,247,det_LT_entropy_shannon_8_coef,0.0192518548272693213
480,268,det_LT_TKEO_mean_9_coef,0.0192194308081030663
481,243,det_LT_entropy_shannon_4_coef,0.0191888684917171926
482,146,Ed_8_coef,0.0191500861402522649
